date,ticker,rank,name,sector,weight,exists,added_today,dropped_today
2025-04-28,APTV,148.0,APTIV PLC,Consumer Discretionary,0.10952,1.0,False,False
2025-04-28,ATO,84.0,ATMOS ENERGY CORP,Utilities,0.28094,1.0,False,False
2025-04-28,AVTR,166.0,AVANTOR INC,Health Care,0.0741,1.0,False,False
2025-04-28,AWK,75.0,AMERICAN WATER WORKS INC,Utilities,0.31509,1.0,False,False
2025-04-28,AXON,67.0,AXON ENTERPRISE INC,Industrials,0.37058,1.0,False,False
2025-04-28,AXP,17.0,AMERICAN EXPRESS,Financials,1.26256,1.0,False,False
2025-04-28,BALL,,,,,0.0,False,False
2025-04-28,BBY,145.0,BEST BUY INC,Consumer Discretionary,0.11399,1.0,False,False
2025-04-28,BEN,170.0,FRANKLIN RESOURCES INC,Financials,0.04837,1.0,False,False
2025-04-28,BG,153.0,BUNGE GLOBAL SA,Consumer Staples,0.09354,1.0,False,False
2025-04-28,BIIB,133.0,BIOGEN INC,Health Care,0.1458,1.0,False,False
2025-04-28,BK,52.0,BANK OF NEW YORK MELLON CORP,Financials,0.47521,1.0,False,False
2025-04-28,BKNG,13.0,BOOKING HOLDINGS INC,Consumer Discretionary,1.34792,1.0,False,False
2025-04-28,BKR,78.0,BAKER HUGHES CLASS A,Energy,0.30553,1.0,False,False
2025-04-28,BLK,18.0,BLACKROCK INC,Financials,1.13641,1.0,False,False
2025-04-28,BR,99.0,BROADRIDGE FINANCIAL SOLUTIONS INC,Industrials,0.23247,1.0,False,False
2025-04-28,CAG,152.0,CONAGRA BRANDS INC,Consumer Staples,0.09583,1.0,False,False
2025-04-28,CARR,57.0,CARRIER GLOBAL CORP,Industrials,0.41464,1.0,False,False
2025-04-28,CB,29.0,CHUBB LTD,Financials,0.91124,1.0,False,False
2025-04-28,CBRE,73.0,CBRE GROUP INC CLASS A,Real Estate,0.3164,1.0,False,False
2025-04-28,CCI,63.0,CROWN CASTLE INC,Real Estate,0.37319,1.0,False,False
2025-04-28,CHD,104.0,CHURCH AND DWIGHT INC,Consumer Staples,0.20347,1.0,False,False
2025-04-28,CHRW,159.0,CH ROBINSON WORLDWIDE INC,Industrials,0.08823,1.0,False,False
2025-04-28,CI,33.0,CIGNA,Health Care,0.78642,1.0,False,False
2025-04-28,CLX,135.0,CLOROX,Consumer Staples,0.14405,1.0,False,False
2025-04-28,CMI,72.0,CUMMINS INC,Industrials,0.34274,1.0,False,False
2025-04-28,CNC,91.0,CENTENE CORP,Health Care,0.25202,1.0,False,False
2025-04-28,CNH,158.0,CNH INDUSTRIAL N.V. NV,Industrials,0.08858,1.0,False,False
2025-04-28,COO,138.0,COOPER INC,Health Care,0.13742,1.0,False,False
2025-04-28,CRH,45.0,CRH PUBLIC LIMITED PLC,Materials,0.53522,1.0,False,False
2025-04-28,DAY,167.0,DAYFORCE INC,Industrials,0.07199,1.0,False,False
2025-04-28,DECK,136.0,DECKERS OUTDOOR CORP,Consumer Discretionary,0.13885,1.0,False,False
2025-04-28,DFS,58.0,DISCOVER FINANCIAL SERVICES,Financials,0.39668,1.0,False,False
2025-04-28,DGX,120.0,QUEST DIAGNOSTICS INC,Health Care,0.16584,1.0,False,False
2025-04-28,DHR,21.0,DANAHER CORP,Health Care,1.07799,1.0,False,False
2025-04-28,DIS,5.0,WALT DISNEY,Communication,3.04573,1.0,False,False
2025-04-28,DKS,154.0,DICKS SPORTING INC,Consumer Discretionary,0.09212,1.0,False,False
2025-04-28,DLR,,,,,0.0,False,False
2025-04-28,DOV,108.0,DOVER CORP,Industrials,0.19579,1.0,False,False
2025-04-28,DVA,168.0,DAVITA INC,Health Care,0.05617,1.0,False,False
2025-04-28,EA,27.0,ELECTRONIC ARTS INC,Communication,0.98339,1.0,False,False
2025-04-28,EBAY,,,,,0.0,False,False
2025-04-28,ECL,50.0,ECOLAB INC,Materials,0.51602,1.0,False,False
2025-04-28,ELV,32.0,ELEVANCE HEALTH INC,Health Care,0.81133,1.0,False,False
2025-04-28,EME,124.0,EMCOR GROUP INC,Industrials,0.15882,1.0,False,False
2025-04-28,EQIX,,,,,0.0,False,False
2025-04-28,ES,95.0,EVERSOURCE ENERGY,Utilities,0.24259,1.0,False,False
2025-04-28,EW,61.0,EDWARDS LIFESCIENCES CORP,Health Care,0.37921,1.0,False,False
2025-04-28,EXC,48.0,EXELON CORP,Utilities,0.52761,1.0,False,False
2025-04-28,EXPD,141.0,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,0.12772,1.0,False,False
2025-04-28,FBIN,169.0,FORTUNE BRANDS INNOVATIONS INC,Industrials,0.055,1.0,False,False
2025-04-28,FDS,137.0,FACTSET RESEARCH SYSTEMS INC,Financials,0.13812,1.0,False,False
2025-04-28,FERG,83.0,FERGUSON ENTERPRISES INC,Industrials,0.2862,1.0,False,False
2025-04-28,FI,30.0,FISERV INC,Financials,0.85771,1.0,False,False
2025-04-28,FIS,70.0,FIDELITY NATIONAL INFORMATION SERV,Financials,0.35251,1.0,False,False
2025-04-28,FOX,115.0,FOX CORP CLASS B,Communication,0.17255,1.0,False,False
2025-04-28,FOXA,80.0,FOX CORP CLASS A,Communication,0.29416,1.0,False,False
2025-04-28,FTV,105.0,FORTIVE CORP,Industrials,0.20034,1.0,False,False
2025-04-28,GGG,144.0,GRACO INC,Industrials,0.11541,1.0,False,False
2025-04-28,GILD,19.0,GILEAD SCIENCES INC,Health Care,1.12134,1.0,False,False
2025-04-28,GIS,88.0,GENERAL MILLS INC,Consumer Staples,0.26256,1.0,False,False
2025-04-28,GPC,,,,,0.0,False,False
2025-04-28,GWW,62.0,WW GRAINGER INC,Industrials,0.37617,1.0,False,False
2025-04-28,HAL,130.0,HALLIBURTON,Energy,0.15234,1.0,False,False
2025-04-28,HBAN,113.0,HUNTINGTON BANCSHARES INC,Financials,0.17724,1.0,False,False
2025-04-28,HCA,46.0,HCA HEALTHCARE INC,Health Care,0.53419,1.0,False,False
2025-04-28,HD,6.0,HOME DEPOT INC,Consumer Discretionary,2.95695,1.0,False,False
2025-04-28,HIG,81.0,HARTFORD INSURANCE GROUP INC,Financials,0.29329,1.0,False,False
2025-04-28,HOLX,147.0,HOLOGIC INC,Health Care,0.11063,1.0,False,False
2025-04-28,HRL,164.0,HORMEL FOODS CORP,Consumer Staples,0.07687,1.0,False,False
2025-04-28,HUBB,,,,,0.0,False,False
2025-04-28,HUM,87.0,HUMANA INC,Health Care,0.26613,1.0,False,False
2025-04-28,ICE,,,,,0.0,False,False
2025-04-28,IDXX,79.0,IDEXX LABORATORIES INC,Health Care,0.2988,1.0,False,False
2025-04-28,IEX,146.0,IDEX CORP,Industrials,0.11079,1.0,False,False
2025-04-28,IFF,121.0,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,0.1639,1.0,False,False
2025-04-28,ILMN,150.0,ILLUMINA INC,Health Care,0.10269,1.0,False,False
2025-04-28,INCY,,,,,0.0,False,False
2025-04-28,INTC,26.0,INTEL CORPORATION CORP,Information Technology,0.99404,1.0,False,False
2025-04-28,INTU,8.0,INTUIT INC,Information Technology,1.9413,1.0,False,False
2025-04-28,IP,107.0,INTERNATIONAL PAPER,Materials,0.19889,1.0,False,False
2025-04-28,IPG,92.0,INTERPUBLIC GROUP OF COMPANIES INC,Communication,0.24649,1.0,False,False
2025-04-28,IQV,98.0,IQVIA HOLDINGS INC,Health Care,0.23351,1.0,False,False
2025-04-28,IR,90.0,INGERSOLL RAND INC,Industrials,0.25308,1.0,False,False
2025-04-28,IRM,102.0,IRON MOUNTAIN INC,Real Estate,0.21804,1.0,False,False
2025-04-28,IT,69.0,GARTNER INC,Information Technology,0.36129,1.0,False,False
2025-04-28,ITW,39.0,ILLINOIS TOOL INC,Industrials,0.60013,1.0,False,False
2025-04-28,JBHT,157.0,JB HUNT TRANSPORT SERVICES INC,Industrials,0.08877,1.0,False,False
2025-04-28,JCI,54.0,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,0.45585,1.0,False,False
2025-04-28,JNPR,139.0,JUNIPER NETWORKS INC,Information Technology,0.13215,1.0,False,False
2025-04-28,K,109.0,KELLANOVA,Consumer Staples,0.191,1.0,False,False
2025-04-28,KDP,,,,,0.0,False,False
2025-04-28,KEYS,85.0,KEYSIGHT TECHNOLOGIES INC,Information Technology,0.27755,1.0,False,False
2025-04-28,KMB,,,,,0.0,False,False
2025-04-28,KMX,161.0,CARMAX INC,Consumer Discretionary,0.08566,1.0,False,False
2025-04-28,KO,7.0,COCA-COLA,Consumer Staples,2.48388,1.0,False,False
2025-04-28,KVUE,64.0,KENVUE INC,Consumer Staples,0.37188,1.0,False,False
2025-04-28,LH,122.0,LABCORP HOLDINGS INC,Health Care,0.16088,1.0,False,False
2025-04-28,LII,134.0,LENNOX INTERNATIONAL INC,Industrials,0.14415,1.0,False,False
2025-04-28,LKQ,163.0,LKQ CORP,Consumer Discretionary,0.08325,1.0,False,False
2025-04-28,LNG,55.0,CHENIERE ENERGY INC,Energy,0.45268,1.0,False,False
2025-04-28,LOW,23.0,LOWES COMPANIES INC,Consumer Discretionary,1.04302,1.0,False,False
2025-04-28,LRCX,24.0,LAM RESEARCH CORP,Information Technology,1.03484,1.0,False,False
2025-04-28,LULU,93.0,LULULEMON ATHLETICA INC,Consumer Discretionary,0.24621,1.0,False,False
2025-04-28,MCO,38.0,MOODYS CORP,Financials,0.60601,1.0,False,False
2025-04-28,MELI,,,,,0.0,False,False
2025-04-28,MKC,125.0,MCCORMICK & CO NON-VOTING INC,Consumer Staples,0.15795,1.0,False,False
2025-04-28,MMC,28.0,MARSH & MCLENNAN INC,Financials,0.9173,1.0,False,False
2025-04-28,MOH,129.0,MOLINA HEALTHCARE INC,Health Care,0.15374,1.0,False,False
2025-04-28,MRVL,42.0,MARVELL TECHNOLOGY INC,Information Technology,0.57014,1.0,False,False
2025-04-28,MSFT,1.0,MICROSOFT CORP,Information Technology,8.82918,1.0,False,False
2025-04-28,MTD,111.0,METTLER TOLEDO INC,Health Care,0.1892,1.0,False,False
2025-04-28,NDAQ,86.0,NASDAQ INC,Financials,0.27148,1.0,False,False
2025-04-28,NEM,49.0,NEWMONT,Materials,0.52173,1.0,False,False
2025-04-28,NLY,156.0,ANNALY CAPITAL MANAGEMENT REIT INC,Financials,0.09036,1.0,False,False
2025-04-28,NOW,,,,,0.0,False,False
2025-04-28,NTAP,,,,,0.0,False,False
2025-04-28,NTRS,128.0,NORTHERN TRUST CORP,Financials,0.15375,1.0,False,False
2025-04-28,NUE,100.0,NUCOR CORP,Materials,0.22994,1.0,False,False
2025-04-28,NVDA,2.0,NVIDIA CORP,Information Technology,8.04466,1.0,False,False
2025-04-28,NXPI,43.0,NXP SEMICONDUCTORS NV,Information Technology,0.55497,1.0,False,False
2025-04-28,OC,149.0,OWENS CORNING,Industrials,0.1038,1.0,False,False
2025-04-28,ODFL,94.0,OLD DOMINION FREIGHT LINE INC,Industrials,0.24453,1.0,False,False
2025-04-28,OKE,53.0,ONEOK INC,Energy,0.46205,1.0,False,False
2025-04-28,PAYX,58.0,PAYCHEX INC,Industrials,0.39668,1.0,False,False
2025-04-28,PEP,11.0,PEPSICO INC,Consumer Staples,1.55153,1.0,False,False
2025-04-28,PGR,14.0,PROGRESSIVE CORP,Financials,1.33521,1.0,False,False
2025-04-28,PHM,,,,,0.0,False,False
2025-04-28,PNC,44.0,PNC FINANCIAL SERVICES GROUP INC,Financials,0.53596,1.0,False,False
2025-04-28,PNR,142.0,PENTAIR,Industrials,0.12485,1.0,False,False
2025-04-28,PODD,131.0,INSULET CORP,Health Care,0.15221,1.0,False,False
2025-04-28,POOL,155.0,POOL CORP,Consumer Discretionary,0.09182,1.0,False,False
2025-04-28,PPG,106.0,PPG INDUSTRIES INC,Materials,0.20029,1.0,False,False
2025-04-28,PRU,77.0,PRUDENTIAL FINANCIAL INC,Financials,0.30942,1.0,False,False
2025-04-28,PSX,65.0,PHILLIPS,Energy,0.37167,1.0,False,False
2025-04-28,PWR,68.0,QUANTA SERVICES INC,Industrials,0.36474,1.0,False,False
2025-04-28,RAL,,,,,0.0,False,False
2025-04-28,RF,123.0,REGIONS FINANCIAL CORP,Financials,0.15924,1.0,False,False
2025-04-28,RIVN,160.0,RIVIAN AUTOMOTIVE INC CLASS A,Consumer Discretionary,0.08634,1.0,False,False
2025-04-28,RJF,,,,,0.0,False,False
2025-04-28,ROK,97.0,ROCKWELL AUTOMATION INC,Industrials,0.23836,1.0,False,False
2025-04-28,RPRX,,,,,0.0,False,False
2025-04-28,RVTY,,,,,0.0,False,False
2025-04-28,SJM,,,,,0.0,False,False
2025-04-28,SOLV,162.0,SOLVENTUM CORP,Health Care,0.08366,1.0,False,False
2025-04-28,SPGI,15.0,S&P GLOBAL INC,Financials,1.2868,1.0,False,False
2025-04-28,STE,112.0,STERIS,Health Care,0.18633,1.0,False,False
2025-04-28,STLD,127.0,STEEL DYNAMICS INC,Materials,0.1553,1.0,False,False
2025-04-28,STT,101.0,STATE STREET CORP,Financials,0.21953,1.0,False,False
2025-04-28,SYF,114.0,SYNCHRONY FINANCIAL,Financials,0.17473,1.0,False,False
2025-04-28,TFC,56.0,TRUIST FINANCIAL CORP,Financials,0.4323,1.0,False,False
2025-04-28,TGT,66.0,TARGET CORP,Consumer Staples,0.37068,1.0,False,False
2025-04-28,TRGP,74.0,TARGA RESOURCES CORP,Energy,0.31595,1.0,False,False
2025-04-28,TRMB,119.0,TRIMBLE INC,Information Technology,0.16732,1.0,False,False
2025-04-28,TROW,116.0,T ROWE PRICE GROUP INC,Financials,0.17024,1.0,False,False
2025-04-28,TRV,51.0,TRAVELERS COMPANIES INC,Financials,0.50299,1.0,False,False
2025-04-28,TSCO,103.0,TRACTOR SUPPLY,Consumer Discretionary,0.21629,1.0,False,False
2025-04-28,TSLA,3.0,TESLA INC,Consumer Discretionary,4.35168,1.0,False,False
2025-04-28,TT,35.0,TRANE TECHNOLOGIES PLC,Industrials,0.6685,1.0,False,False
2025-04-28,TTWO,22.0,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,1.0631,1.0,False,False
2025-04-28,TXN,10.0,TEXAS INSTRUMENT INC,Information Technology,1.66234,1.0,False,False
2025-04-28,ULTA,132.0,ULTA BEAUTY INC,Consumer Discretionary,0.1496,1.0,False,False
2025-04-28,URI,71.0,UNITED RENTALS INC,Industrials,0.34682,1.0,False,False
2025-04-28,USB,47.0,US BANCORP,Financials,0.53116,1.0,False,False
2025-04-28,VEEV,82.0,VEEVA SYSTEMS INC CLASS A,Health Care,0.29206,1.0,False,False
2025-04-28,VLO,76.0,VALERO ENERGY CORP,Energy,0.30964,1.0,False,False
2025-04-28,VLTO,110.0,VERALTO CORP,Industrials,0.19086,1.0,False,False
2025-04-28,VRTX,20.0,VERTEX PHARMACEUTICALS INC,Health Care,1.08211,1.0,False,False
2025-04-28,VZ,4.0,VERIZON COMMUNICATIONS INC,Communication,3.73222,1.0,False,False
2025-04-28,WAT,118.0,WATERS CORP,Health Care,0.16914,1.0,False,False
2025-04-28,WDAY,41.0,WORKDAY INC CLASS A,Information Technology,0.57644,1.0,False,False
2025-04-28,WELL,34.0,WELLTOWER INC,Real Estate,0.78368,1.0,False,False
2025-04-28,WMB,37.0,WILLIAMS INC,Energy,0.61561,1.0,False,False
2025-04-28,WSM,126.0,WILLIAMS SONOMA INC,Consumer Discretionary,0.1557,1.0,False,False
2025-04-28,WST,140.0,WEST PHARMACEUTICAL SERVICES INC,Health Care,0.13099,1.0,False,False
2025-04-28,WTRG,143.0,ESSENTIAL UTILITIES INC,Utilities,0.11782,1.0,False,False
2025-04-28,WTW,,,,,0.0,False,False
2025-04-28,XYL,96.0,XYLEM INC,Industrials,0.24132,1.0,False,False
2025-04-28,ZBH,117.0,ZIMMER BIOMET HOLDINGS INC,Health Care,0.17012,1.0,False,False
2025-04-28,ZTS,40.0,ZOETIS INC CLASS A,Health Care,0.58582,1.0,False,False
2025-04-29,A,89.0,AGILENT TECHNOLOGIES INC,Health Care,0.25581,1.0,False,False
2025-04-29,ADBE,9.0,ADOBE INC,Information Technology,1.79826,1.0,False,False
2025-04-29,ADP,25.0,AUTOMATIC DATA PROCESSING INC,Industrials,1.01307,1.0,False,False
2025-04-29,ADSK,36.0,AUTODESK INC,Information Technology,0.65346,1.0,False,False
2025-04-29,ALLE,151.0,ALLEGION PLC,Industrials,0.10019,1.0,False,False
2025-04-29,ALLY,166.0,ALLY FINANCIAL INC,Financials,0.07428,1.0,False,False
2025-04-29,ALNY,,,,,0.0,False,False
2025-04-29,AMAT,13.0,APPLIED MATERIAL INC,Information Technology,1.35487,1.0,False,False
2025-04-29,AMGN,16.0,AMGEN INC,Health Care,1.3017,1.0,False,False
2025-04-29,AMP,60.0,AMERIPRISE FINANCE INC,Financials,0.38543,1.0,False,False
2025-04-29,AMT,31.0,AMERICAN TOWER REIT CORP,Real Estate,0.8663,1.0,False,False
2025-04-29,ANSS,,,,,0.0,False,False
2025-04-29,APTV,146.0,APTIV PLC,Consumer Discretionary,0.11135,1.0,False,False
2025-04-29,ATO,84.0,ATMOS ENERGY CORP,Utilities,0.28053,1.0,False,False
2025-04-29,AVTR,165.0,AVANTOR INC,Health Care,0.07473,1.0,False,False
2025-04-29,AWK,73.0,AMERICAN WATER WORKS INC,Utilities,0.31618,1.0,False,False
2025-04-29,AXON,65.0,AXON ENTERPRISE INC,Industrials,0.3731,1.0,False,False
2025-04-29,AXP,17.0,AMERICAN EXPRESS,Financials,1.26291,1.0,False,False
2025-04-29,BALL,,,,,0.0,False,False
2025-04-29,BBY,145.0,BEST BUY INC,Consumer Discretionary,0.11179,1.0,False,False
2025-04-29,BEN,170.0,FRANKLIN RESOURCES INC,Financials,0.04806,1.0,False,False
2025-04-29,BG,154.0,BUNGE GLOBAL SA,Consumer Staples,0.09237,1.0,False,False
2025-04-29,BIIB,133.0,BIOGEN INC,Health Care,0.14599,1.0,False,False
2025-04-29,BK,52.0,BANK OF NEW YORK MELLON CORP,Financials,0.47841,1.0,False,False
2025-04-29,BKNG,14.0,BOOKING HOLDINGS INC,Consumer Discretionary,1.34312,1.0,False,False
2025-04-29,BKR,78.0,BAKER HUGHES CLASS A,Energy,0.30081,1.0,False,False
2025-04-29,BLK,18.0,BLACKROCK INC,Financials,1.13629,1.0,False,False
2025-04-29,BR,99.0,BROADRIDGE FINANCIAL SOLUTIONS INC,Industrials,0.23316,1.0,False,False
2025-04-29,CAG,152.0,CONAGRA BRANDS INC,Consumer Staples,0.09614,1.0,False,False
2025-04-29,CARR,57.0,CARRIER GLOBAL CORP,Industrials,0.41379,1.0,False,False
2025-04-29,CB,29.0,CHUBB LTD,Financials,0.91331,1.0,False,False
2025-04-29,CBRE,74.0,CBRE GROUP INC CLASS A,Real Estate,0.31504,1.0,False,False
2025-04-29,CCI,61.0,CROWN CASTLE INC,Real Estate,0.3806,1.0,False,False
2025-04-29,CHD,104.0,CHURCH AND DWIGHT INC,Consumer Staples,0.20236,1.0,False,False
2025-04-29,CHRW,159.0,CH ROBINSON WORLDWIDE INC,Industrials,0.08684,1.0,False,False
2025-04-29,CI,34.0,CIGNA,Health Care,0.78612,1.0,False,False
2025-04-29,CLX,134.0,CLOROX,Consumer Staples,0.14547,1.0,False,False
2025-04-29,CMI,72.0,CUMMINS INC,Industrials,0.33895,1.0,False,False
2025-04-29,CNC,91.0,CENTENE CORP,Health Care,0.24926,1.0,False,False
2025-04-29,CNH,158.0,CNH INDUSTRIAL N.V. NV,Industrials,0.08702,1.0,False,False
2025-04-29,COO,138.0,COOPER INC,Health Care,0.13702,1.0,False,False
2025-04-29,CRH,45.0,CRH PUBLIC LIMITED PLC,Materials,0.53362,1.0,False,False
2025-04-29,DAY,167.0,DAYFORCE INC,Industrials,0.07157,1.0,False,False
2025-04-29,DECK,136.0,DECKERS OUTDOOR CORP,Consumer Discretionary,0.14102,1.0,False,False
2025-04-29,DFS,59.0,DISCOVER FINANCIAL SERVICES,Financials,0.39344,1.0,False,False
2025-04-29,DGX,121.0,QUEST DIAGNOSTICS INC,Health Care,0.1663,1.0,False,False
2025-04-29,DHR,21.0,DANAHER CORP,Health Care,1.08642,1.0,False,False
2025-04-29,DIS,5.0,WALT DISNEY,Communication,3.05683,1.0,False,False
2025-04-29,DKS,153.0,DICKS SPORTING INC,Consumer Discretionary,0.09246,1.0,False,False
2025-04-29,DLR,,,,,0.0,False,False
2025-04-29,DOV,108.0,DOVER CORP,Industrials,0.1942,1.0,False,False
2025-04-29,DVA,168.0,DAVITA INC,Health Care,0.05616,1.0,False,False
2025-04-29,EA,27.0,ELECTRONIC ARTS INC,Communication,0.97105,1.0,False,False
2025-04-29,EBAY,,,,,0.0,False,False
2025-04-29,ECL,47.0,ECOLAB INC,Materials,0.52905,1.0,False,False
2025-04-29,ELV,32.0,ELEVANCE HEALTH INC,Health Care,0.80494,1.0,False,False
2025-04-29,EME,124.0,EMCOR GROUP INC,Industrials,0.15869,1.0,False,False
2025-04-29,EQIX,,,,,0.0,False,False
2025-04-29,ES,96.0,EVERSOURCE ENERGY,Utilities,0.24208,1.0,False,False
2025-04-29,EW,62.0,EDWARDS LIFESCIENCES CORP,Health Care,0.38006,1.0,False,False
2025-04-29,EXC,48.0,EXELON CORP,Utilities,0.52783,1.0,False,False
2025-04-29,EXPD,141.0,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,0.12638,1.0,False,False
2025-04-29,FBIN,169.0,FORTUNE BRANDS INNOVATIONS INC,Industrials,0.05432,1.0,False,False
2025-04-29,FDS,137.0,FACTSET RESEARCH SYSTEMS INC,Financials,0.13898,1.0,False,False
2025-04-29,FERG,83.0,FERGUSON ENTERPRISES INC,Industrials,0.28283,1.0,False,False
2025-04-29,FI,30.0,FISERV INC,Financials,0.88601,1.0,False,False
2025-04-29,FIS,70.0,FIDELITY NATIONAL INFORMATION SERV,Financials,0.35279,1.0,False,False
2025-04-29,FOX,115.0,FOX CORP CLASS B,Communication,0.17167,1.0,False,False
2025-04-29,FOXA,82.0,FOX CORP CLASS A,Communication,0.29267,1.0,False,False
2025-04-29,FTV,106.0,FORTIVE CORP,Industrials,0.19965,1.0,False,False
2025-04-29,GGG,144.0,GRACO INC,Industrials,0.11478,1.0,False,False
2025-04-29,GILD,19.0,GILEAD SCIENCES INC,Health Care,1.09066,1.0,False,False
2025-04-29,GIS,87.0,GENERAL MILLS INC,Consumer Staples,0.26246,1.0,False,False
2025-04-29,GPC,,,,,0.0,False,False
2025-04-29,GWW,63.0,WW GRAINGER INC,Industrials,0.37384,1.0,False,False
2025-04-29,HAL,130.0,HALLIBURTON,Energy,0.15018,1.0,False,False
2025-04-29,HBAN,113.0,HUNTINGTON BANCSHARES INC,Financials,0.17664,1.0,False,False
2025-04-29,HCA,43.0,HCA HEALTHCARE INC,Health Care,0.54387,1.0,False,False
2025-04-29,HD,6.0,HOME DEPOT INC,Consumer Discretionary,2.95196,1.0,False,False
2025-04-29,HIG,81.0,HARTFORD INSURANCE GROUP INC,Financials,0.29547,1.0,False,False
2025-04-29,HOLX,147.0,HOLOGIC INC,Health Care,0.11034,1.0,False,False
2025-04-29,HRL,164.0,HORMEL FOODS CORP,Consumer Staples,0.07653,1.0,False,False
2025-04-29,HUBB,,,,,0.0,False,False
2025-04-29,HUM,88.0,HUMANA INC,Health Care,0.26029,1.0,False,False
2025-04-29,ICE,,,,,0.0,False,False
2025-04-29,IDXX,79.0,IDEXX LABORATORIES INC,Health Care,0.29861,1.0,False,False
2025-04-29,IEX,148.0,IDEX CORP,Industrials,0.10876,1.0,False,False
2025-04-29,IFF,122.0,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,0.16536,1.0,False,False
2025-04-29,ILMN,150.0,ILLUMINA INC,Health Care,0.10177,1.0,False,False
2025-04-29,INCY,,,,,0.0,False,False
2025-04-29,INTC,26.0,INTEL CORPORATION CORP,Information Technology,0.97843,1.0,False,False
2025-04-29,INTU,8.0,INTUIT INC,Information Technology,1.94212,1.0,False,False
2025-04-29,IP,107.0,INTERNATIONAL PAPER,Materials,0.19803,1.0,False,False
2025-04-29,IPG,93.0,INTERPUBLIC GROUP OF COMPANIES INC,Communication,0.24613,1.0,False,False
2025-04-29,IQV,98.0,IQVIA HOLDINGS INC,Health Care,0.23689,1.0,False,False
2025-04-29,IR,90.0,INGERSOLL RAND INC,Industrials,0.25139,1.0,False,False
2025-04-29,IRM,103.0,IRON MOUNTAIN INC,Real Estate,0.21592,1.0,False,False
2025-04-29,IT,69.0,GARTNER INC,Information Technology,0.36271,1.0,False,False
2025-04-29,ITW,39.0,ILLINOIS TOOL INC,Industrials,0.59969,1.0,False,False
2025-04-29,JBHT,157.0,JB HUNT TRANSPORT SERVICES INC,Industrials,0.08774,1.0,False,False
2025-04-29,JCI,53.0,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,0.45931,1.0,False,False
2025-04-29,JNPR,139.0,JUNIPER NETWORKS INC,Information Technology,0.13211,1.0,False,False
2025-04-29,K,110.0,KELLANOVA,Consumer Staples,0.18989,1.0,False,False
2025-04-29,KDP,,,,,0.0,False,False
2025-04-29,KEYS,85.0,KEYSIGHT TECHNOLOGIES INC,Information Technology,0.27664,1.0,False,False
2025-04-29,KMB,,,,,0.0,False,False
2025-04-29,KMX,161.0,CARMAX INC,Consumer Discretionary,0.08469,1.0,False,False
2025-04-29,KO,7.0,COCA-COLA,Consumer Staples,2.48454,1.0,False,False
2025-04-29,KVUE,64.0,KENVUE INC,Consumer Staples,0.37341,1.0,False,False
2025-04-29,LH,120.0,LABCORP HOLDINGS INC,Health Care,0.1672,1.0,False,False
2025-04-29,LII,135.0,LENNOX INTERNATIONAL INC,Industrials,0.14408,1.0,False,False
2025-04-29,LKQ,162.0,LKQ CORP,Consumer Discretionary,0.0836,1.0,False,False
2025-04-29,LNG,55.0,CHENIERE ENERGY INC,Energy,0.44973,1.0,False,False
2025-04-29,LOW,23.0,LOWES COMPANIES INC,Consumer Discretionary,1.04514,1.0,False,False
2025-04-29,LRCX,24.0,LAM RESEARCH CORP,Information Technology,1.01749,1.0,False,False
2025-04-29,LULU,92.0,LULULEMON ATHLETICA INC,Consumer Discretionary,0.24687,1.0,False,False
2025-04-29,MCO,37.0,MOODYS CORP,Financials,0.61136,1.0,False,False
2025-04-29,MELI,,,,,0.0,False,False
2025-04-29,MKC,123.0,MCCORMICK & CO NON-VOTING INC,Consumer Staples,0.15953,1.0,False,False
2025-04-29,MMC,28.0,MARSH & MCLENNAN INC,Financials,0.9168,1.0,False,False
2025-04-29,MOH,129.0,MOLINA HEALTHCARE INC,Health Care,0.15241,1.0,False,False
2025-04-29,MRVL,42.0,MARVELL TECHNOLOGY INC,Information Technology,0.56568,1.0,False,False
2025-04-29,MSFT,1.0,MICROSOFT CORP,Information Technology,8.82771,1.0,False,False
2025-04-29,MTD,111.0,METTLER TOLEDO INC,Health Care,0.18846,1.0,False,False
2025-04-29,NDAQ,86.0,NASDAQ INC,Financials,0.27246,1.0,False,False
2025-04-29,NEM,50.0,NEWMONT,Materials,0.5072,1.0,False,False
2025-04-29,NLY,156.0,ANNALY CAPITAL MANAGEMENT REIT INC,Financials,0.09028,1.0,False,False
2025-04-29,NOW,,,,,0.0,False,False
2025-04-29,NTAP,,,,,0.0,False,False
2025-04-29,NTRS,128.0,NORTHERN TRUST CORP,Financials,0.15514,1.0,False,False
2025-04-29,NUE,100.0,NUCOR CORP,Materials,0.23253,1.0,False,False
2025-04-29,NVDA,2.0,NVIDIA CORP,Information Technology,8.00583,1.0,False,False
2025-04-29,NXPI,49.0,NXP SEMICONDUCTORS NV,Information Technology,0.5126,1.0,False,False
2025-04-29,OC,149.0,OWENS CORNING,Industrials,0.10341,1.0,False,False
