date,ticker,rank,name,sector,weight,exists,added_today,dropped_today
2025-04-01,A,86.0,AGILENT TECHNOLOGIES INC,Health Care,0.26735,1.0,False,False
2025-04-01,ADBE,9.0,ADOBE INC,Information Technology,1.822,1.0,False,False
2025-04-01,ADP,24.0,AUTOMATIC DATA PROCESSING INC,Industrials,1.02935,1.0,False,False
2025-04-01,ADSK,37.0,AUTODESK INC,Information Technology,0.61945,1.0,False,False
2025-04-01,ALLE,158.0,ALLEGION PLC,Industrials,0.09347,1.0,False,False
2025-04-01,ALLY,165.0,ALLY FINANCIAL INC,Financials,0.0816,1.0,False,False
2025-04-01,ALNY,,,,,0.0,False,False
2025-04-01,AMAT,15.0,APPLIED MATERIAL INC,Information Technology,1.29477,1.0,False,False
2025-04-01,AMGN,13.0,AMGEN INC,Health Care,1.35815,1.0,False,False
2025-04-01,AMP,61.0,AMERIPRISE FINANCE INC,Financials,0.38838,1.0,False,False
2025-04-01,AMT,31.0,AMERICAN TOWER REIT CORP,Real Estate,0.84612,1.0,False,False
2025-04-01,ANSS,,,,,0.0,False,False
2025-04-01,APTV,148.0,APTIV PLC,Consumer Discretionary,0.11262,1.0,False,False
2025-04-01,ATO,89.0,ATMOS ENERGY CORP,Utilities,0.26331,1.0,False,False
2025-04-01,AVTR,160.0,AVANTOR INC,Health Care,0.09167,1.0,False,False
2025-04-01,AWK,78.0,AMERICAN WATER WORKS INC,Utilities,0.31391,1.0,False,False
2025-04-01,AXON,76.0,AXON ENTERPRISE INC,Industrials,0.32579,1.0,False,False
2025-04-01,AXP,17.0,AMERICAN EXPRESS,Financials,1.25539,1.0,False,False
2025-04-01,BALL,,,,,0.0,False,False
2025-04-01,BBY,142.0,BEST BUY INC,Consumer Discretionary,0.1228,1.0,False,False
2025-04-01,BEN,170.0,FRANKLIN RESOURCES INC,Financials,0.04879,1.0,False,False
2025-04-01,BG,163.0,BUNGE GLOBAL SA,Consumer Staples,0.08834,1.0,False,False
2025-04-01,BIIB,127.0,BIOGEN INC,Health Care,0.15798,1.0,False,False
2025-04-01,BK,52.0,BANK OF NEW YORK MELLON CORP,Financials,0.4933,1.0,False,False
2025-04-01,BKNG,16.0,BOOKING HOLDINGS INC,Consumer Discretionary,1.25937,1.0,False,False
2025-04-01,BKR,64.0,BAKER HUGHES CLASS A,Energy,0.3639,1.0,False,False
2025-04-01,BLK,18.0,BLACKROCK INC,Financials,1.14345,1.0,False,False
2025-04-01,BR,100.0,BROADRIDGE FINANCIAL SOLUTIONS INC,Industrials,0.23439,1.0,False,False
2025-04-01,CAG,149.0,CONAGRA BRANDS INC,Consumer Staples,0.10352,1.0,False,False
2025-04-01,CARR,58.0,CARRIER GLOBAL CORP,Industrials,0.42082,1.0,False,False
2025-04-01,CB,29.0,CHUBB LTD,Financials,0.95169,1.0,False,False
2025-04-01,CBRE,74.0,CBRE GROUP INC CLASS A,Real Estate,0.32866,1.0,False,False
2025-04-01,CCI,63.0,CROWN CASTLE INC,Real Estate,0.37307,1.0,False,False
2025-04-01,CHD,102.0,CHURCH AND DWIGHT INC,Consumer Staples,0.22041,1.0,False,False
2025-04-01,CHRW,153.0,CH ROBINSON WORLDWIDE INC,Industrials,0.0996,1.0,False,False
2025-04-01,CI,34.0,CIGNA,Health Care,0.76015,1.0,False,False
2025-04-01,CLX,131.0,CLOROX,Consumer Staples,0.15018,1.0,False,False
2025-04-01,CMI,66.0,CUMMINS INC,Industrials,0.35932,1.0,False,False
2025-04-01,CNC,95.0,CENTENE CORP,Health Care,0.25044,1.0,False,False
2025-04-01,CNH,159.0,CNH INDUSTRIAL N.V. NV,Industrials,0.09201,1.0,False,False
2025-04-01,COO,139.0,COOPER INC,Health Care,0.13335,1.0,False,False
2025-04-01,CRH,50.0,CRH PUBLIC LIMITED PLC,Materials,0.49982,1.0,False,False
2025-04-01,DAY,167.0,DAYFORCE INC,Industrials,0.07173,1.0,False,False
2025-04-01,DECK,137.0,DECKERS OUTDOOR CORP,Consumer Discretionary,0.14093,1.0,False,False
2025-04-01,DFS,67.0,DISCOVER FINANCIAL SERVICES,Financials,0.35653,1.0,False,False
2025-04-01,DGX,128.0,QUEST DIAGNOSTICS INC,Health Care,0.15526,1.0,False,False
2025-04-01,DHR,21.0,DANAHER CORP,Health Care,1.07296,1.0,False,False
2025-04-01,DIS,5.0,WALT DISNEY,Communication,3.21285,1.0,False,False
2025-04-01,DKS,156.0,DICKS SPORTING INC,Consumer Discretionary,0.09806,1.0,False,False
2025-04-01,DLR,,,,,0.0,False,False
2025-04-01,DOV,109.0,DOVER CORP,Industrials,0.19838,1.0,False,False
2025-04-01,DVA,169.0,DAVITA INC,Health Care,0.05482,1.0,False,False
2025-04-01,EA,30.0,ELECTRONIC ARTS INC,Communication,0.94988,1.0,False,False
2025-04-01,EBAY,,,,,0.0,False,False
2025-04-01,ECL,45.0,ECOLAB INC,Materials,0.53674,1.0,False,False
2025-04-01,ELV,32.0,ELEVANCE HEALTH INC,Health Care,0.82254,1.0,False,False
2025-04-01,EME,135.0,EMCOR GROUP INC,Industrials,0.14199,1.0,False,False
2025-04-01,EQIX,,,,,0.0,False,False
2025-04-01,ES,96.0,EVERSOURCE ENERGY,Utilities,0.24917,1.0,False,False
2025-04-01,EW,70.0,EDWARDS LIFESCIENCES CORP,Health Care,0.34778,1.0,False,False
2025-04-01,EXC,49.0,EXELON CORP,Utilities,0.5049,1.0,False,False
2025-04-01,EXPD,138.0,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,0.14045,1.0,False,False
2025-04-01,FBIN,168.0,FORTUNE BRANDS INNOVATIONS INC,Industrials,0.06058,1.0,False,False
2025-04-01,FDS,134.0,FACTSET RESEARCH SYSTEMS INC,Financials,0.14613,1.0,False,False
2025-04-01,FERG,88.0,FERGUSON ENTERPRISES INC,Industrials,0.26377,1.0,False,False
2025-04-01,FI,22.0,FISERV INC,Financials,1.04086,1.0,False,False
2025-04-01,FIS,73.0,FIDELITY NATIONAL INFORMATION SERV,Financials,0.32957,1.0,False,False
2025-04-01,FOX,111.0,FOX CORP CLASS B,Communication,0.19021,1.0,False,False
2025-04-01,FOXA,77.0,FOX CORP CLASS A,Communication,0.32427,1.0,False,False
2025-04-01,FTV,106.0,FORTIVE CORP,Industrials,0.20932,1.0,False,False
2025-04-01,GGG,144.0,GRACO INC,Industrials,0.11711,1.0,False,False
2025-04-01,GILD,19.0,GILEAD SCIENCES INC,Health Care,1.14231,1.0,False,False
2025-04-01,GIS,84.0,GENERAL MILLS INC,Consumer Staples,0.27018,1.0,False,False
2025-04-01,GPC,,,,,0.0,False,False
2025-04-01,GWW,65.0,WW GRAINGER INC,Industrials,0.36177,1.0,False,False
2025-04-01,HAL,113.0,HALLIBURTON,Energy,0.18434,1.0,False,False
2025-04-01,HBAN,116.0,HUNTINGTON BANCSHARES INC,Financials,0.17771,1.0,False,False
2025-04-01,HCA,44.0,HCA HEALTHCARE INC,Health Care,0.54396,1.0,False,False
2025-04-01,HD,6.0,HOME DEPOT INC,Consumer Discretionary,2.94853,1.0,False,False
2025-04-01,HIG,80.0,HARTFORD INSURANCE GROUP INC,Financials,0.29624,1.0,False,False
2025-04-01,HOLX,145.0,HOLOGIC INC,Health Care,0.11439,1.0,False,False
2025-04-01,HRL,166.0,HORMEL FOODS CORP,Consumer Staples,0.07828,1.0,False,False
2025-04-01,HUBB,,,,,0.0,False,False
2025-04-01,HUM,91.0,HUMANA INC,Health Care,0.26168,1.0,False,False
2025-04-01,ICE,,,,,0.0,False,False
2025-04-01,IDXX,83.0,IDEXX LABORATORIES INC,Health Care,0.28149,1.0,False,False
2025-04-01,IEX,147.0,IDEX CORP,Industrials,0.11267,1.0,False,False
2025-04-01,IFF,123.0,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,0.16257,1.0,False,False
2025-04-01,ILMN,150.0,ILLUMINA INC,Health Care,0.10198,1.0,False,False
2025-04-01,INCY,,,,,0.0,False,False
2025-04-01,INTC,23.0,INTEL CORPORATION CORP,Information Technology,1.03978,1.0,False,False
2025-04-01,INTU,8.0,INTUIT INC,Information Technology,1.8766,1.0,False,False
2025-04-01,IP,103.0,INTERNATIONAL PAPER,Materials,0.21977,1.0,False,False
2025-04-01,IPG,93.0,INTERPUBLIC GROUP OF COMPANIES INC,Communication,0.25356,1.0,False,False
2025-04-01,IQV,92.0,IQVIA HOLDINGS INC,Health Care,0.25475,1.0,False,False
2025-04-01,IR,87.0,INGERSOLL RAND INC,Industrials,0.26673,1.0,False,False
2025-04-01,IRM,105.0,IRON MOUNTAIN INC,Real Estate,0.20943,1.0,False,False
2025-04-01,IT,68.0,GARTNER INC,Information Technology,0.35168,1.0,False,False
2025-04-01,ITW,40.0,ILLINOIS TOOL INC,Industrials,0.60266,1.0,False,False
2025-04-01,JBHT,154.0,JB HUNT TRANSPORT SERVICES INC,Industrials,0.09921,1.0,False,False
2025-04-01,JCI,55.0,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,0.44239,1.0,False,False
2025-04-01,JNPR,141.0,JUNIPER NETWORKS INC,Information Technology,0.13045,1.0,False,False
2025-04-01,K,112.0,KELLANOVA,Consumer Staples,0.18679,1.0,False,False
2025-04-01,KDP,,,,,0.0,False,False
2025-04-01,KEYS,82.0,KEYSIGHT TECHNOLOGIES INC,Information Technology,0.2829,1.0,False,False
2025-04-01,KMB,,,,,0.0,False,False
2025-04-01,KMX,152.0,CARMAX INC,Consumer Discretionary,0.10143,1.0,False,False
2025-04-01,KO,7.0,COCA-COLA,Consumer Staples,2.42117,1.0,False,False
2025-04-01,KVUE,62.0,KENVUE INC,Consumer Staples,0.37576,1.0,False,False
2025-04-01,LH,124.0,LABCORP HOLDINGS INC,Health Care,0.1595,1.0,False,False
2025-04-01,LII,132.0,LENNOX INTERNATIONAL INC,Industrials,0.14941,1.0,False,False
2025-04-01,LKQ,162.0,LKQ CORP,Consumer Discretionary,0.0891,1.0,False,False
2025-04-01,LNG,56.0,CHENIERE ENERGY INC,Energy,0.42508,1.0,False,False
2025-04-01,LOW,20.0,LOWES COMPANIES INC,Consumer Discretionary,1.07409,1.0,False,False
2025-04-01,LRCX,26.0,LAM RESEARCH CORP,Information Technology,1.02451,1.0,False,False
2025-04-01,LULU,94.0,LULULEMON ATHLETICA INC,Consumer Discretionary,0.25075,1.0,False,False
2025-04-01,MCO,36.0,MOODYS CORP,Financials,0.63174,1.0,False,False
2025-04-01,MELI,,,,,0.0,False,False
2025-04-01,MKC,119.0,MCCORMICK & CO NON-VOTING INC,Consumer Staples,0.17011,1.0,False,False
2025-04-01,MMC,27.0,MARSH & MCLENNAN INC,Financials,0.98768,1.0,False,False
2025-04-01,MOH,129.0,MOLINA HEALTHCARE INC,Health Care,0.1536,1.0,False,False
2025-04-01,MRVL,41.0,MARVELL TECHNOLOGY INC,Information Technology,0.59516,1.0,False,False
2025-04-01,MSFT,1.0,MICROSOFT CORP,Information Technology,8.39926,1.0,False,False
2025-04-01,MTD,108.0,METTLER TOLEDO INC,Health Care,0.20104,1.0,False,False
2025-04-01,NDAQ,85.0,NASDAQ INC,Financials,0.26882,1.0,False,False
2025-04-01,NEM,53.0,NEWMONT,Materials,0.4512,1.0,False,False
2025-04-01,NLY,161.0,ANNALY CAPITAL MANAGEMENT REIT INC,Financials,0.09108,1.0,False,False
2025-04-01,NOW,,,,,0.0,False,False
2025-04-01,NTAP,,,,,0.0,False,False
2025-04-01,NTRS,125.0,NORTHERN TRUST CORP,Financials,0.15925,1.0,False,False
2025-04-01,NUE,101.0,NUCOR CORP,Materials,0.23079,1.0,False,False
2025-04-01,NVDA,2.0,NVIDIA CORP,Information Technology,7.93499,1.0,False,False
2025-04-01,NXPI,47.0,NXP SEMICONDUCTORS NV,Information Technology,0.5254,1.0,False,False
2025-04-01,OC,151.0,OWENS CORNING,Industrials,0.10154,1.0,False,False
2025-04-01,ODFL,90.0,OLD DOMINION FREIGHT LINE INC,Industrials,0.26317,1.0,False,False
2025-04-01,OKE,48.0,ONEOK INC,Energy,0.51168,1.0,False,False
2025-04-01,PAYX,59.0,PAYCHEX INC,Industrials,0.41097,1.0,False,False
2025-04-01,PEP,11.0,PEPSICO INC,Consumer Staples,1.69038,1.0,False,False
2025-04-01,PGR,12.0,PROGRESSIVE CORP,Financials,1.37094,1.0,False,False
2025-04-01,PHM,,,,,0.0,False,False
2025-04-01,PNC,42.0,PNC FINANCIAL SERVICES GROUP INC,Financials,0.57325,1.0,False,False
2025-04-01,PNR,143.0,PENTAIR,Industrials,0.11943,1.0,False,False
2025-04-01,PODD,130.0,INSULET CORP,Health Care,0.15094,1.0,False,False
2025-04-01,POOL,155.0,POOL CORP,Consumer Discretionary,0.09828,1.0,False,False
2025-04-01,PPG,107.0,PPG INDUSTRIES INC,Materials,0.20726,1.0,False,False
2025-04-01,PRU,75.0,PRUDENTIAL FINANCIAL INC,Financials,0.32601,1.0,False,False
2025-04-01,PSX,57.0,PHILLIPS,Energy,0.42125,1.0,False,False
2025-04-01,PWR,79.0,QUANTA SERVICES INC,Industrials,0.312,1.0,False,False
2025-04-01,RAL,,,,,0.0,False,False
2025-04-01,RF,122.0,REGIONS FINANCIAL CORP,Financials,0.16416,1.0,False,False
2025-04-01,RIVN,164.0,RIVIAN AUTOMOTIVE INC CLASS A,Consumer Discretionary,0.08502,1.0,False,False
2025-04-01,RJF,,,,,0.0,False,False
2025-04-01,ROK,97.0,ROCKWELL AUTOMATION INC,Industrials,0.2394,1.0,False,False
2025-04-01,RPRX,,,,,0.0,False,False
2025-04-01,RVTY,,,,,0.0,False,False
2025-04-01,SJM,,,,,0.0,False,False
2025-04-01,SOLV,157.0,SOLVENTUM CORP,Health Care,0.0945,1.0,False,False
2025-04-01,SPGI,14.0,S&P GLOBAL INC,Financials,1.33499,1.0,False,False
2025-04-01,STE,115.0,STERIS,Health Care,0.18267,1.0,False,False
2025-04-01,STLD,133.0,STEEL DYNAMICS INC,Materials,0.14719,1.0,False,False
2025-04-01,STT,104.0,STATE STREET CORP,Financials,0.21251,1.0,False,False
2025-04-01,SYF,121.0,SYNCHRONY FINANCIAL,Financials,0.16905,1.0,False,False
2025-04-01,TFC,54.0,TRUIST FINANCIAL CORP,Financials,0.44689,1.0,False,False
2025-04-01,TGT,60.0,TARGET CORP,Consumer Staples,0.39281,1.0,False,False
2025-04-01,TRGP,69.0,TARGA RESOURCES CORP,Energy,0.34998,1.0,False,False
2025-04-01,TRMB,117.0,TRIMBLE INC,Information Technology,0.17402,1.0,False,False
2025-04-01,TROW,120.0,T ROWE PRICE GROUP INC,Financials,0.16928,1.0,False,False
2025-04-01,TRV,51.0,TRAVELERS COMPANIES INC,Financials,0.49737,1.0,False,False
2025-04-01,TSCO,99.0,TRACTOR SUPPLY,Consumer Discretionary,0.238,1.0,False,False
2025-04-01,TSLA,3.0,TESLA INC,Consumer Discretionary,3.9788,1.0,False,False
2025-04-01,TT,35.0,TRANE TECHNOLOGIES PLC,Industrials,0.63572,1.0,False,False
2025-04-01,TTWO,28.0,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,0.96327,1.0,False,False
2025-04-01,TXN,10.0,TEXAS INSTRUMENT INC,Information Technology,1.77346,1.0,False,False
2025-04-01,ULTA,136.0,ULTA BEAUTY INC,Consumer Discretionary,0.14139,1.0,False,False
2025-04-01,URI,72.0,UNITED RENTALS INC,Industrials,0.34049,1.0,False,False
2025-04-01,USB,46.0,US BANCORP,Financials,0.53464,1.0,False,False
2025-04-01,VEEV,81.0,VEEVA SYSTEMS INC CLASS A,Health Care,0.28832,1.0,False,False
2025-04-01,VLO,71.0,VALERO ENERGY CORP,Energy,0.34715,1.0,False,False
2025-04-01,VLTO,110.0,VERALTO CORP,Industrials,0.19797,1.0,False,False
2025-04-01,VRTX,25.0,VERTEX PHARMACEUTICALS INC,Health Care,1.02834,1.0,False,False
2025-04-01,VZ,4.0,VERIZON COMMUNICATIONS INC,Communication,3.89019,1.0,False,False
2025-04-01,WAT,118.0,WATERS CORP,Health Care,0.17333,1.0,False,False
2025-04-01,WDAY,43.0,WORKDAY INC CLASS A,Information Technology,0.54627,1.0,False,False
2025-04-01,WELL,33.0,WELLTOWER INC,Real Estate,0.79252,1.0,False,False
2025-04-01,WMB,38.0,WILLIAMS INC,Energy,0.60595,1.0,False,False
2025-04-01,WSM,126.0,WILLIAMS SONOMA INC,Consumer Discretionary,0.15848,1.0,False,False
2025-04-01,WST,140.0,WEST PHARMACEUTICAL SERVICES INC,Health Care,0.1305,1.0,False,False
2025-04-01,WTRG,146.0,ESSENTIAL UTILITIES INC,Utilities,0.11315,1.0,False,False
2025-04-01,WTW,,,,,0.0,False,False
2025-04-01,XYL,98.0,XYLEM INC,Industrials,0.23887,1.0,False,False
2025-04-01,ZBH,114.0,ZIMMER BIOMET HOLDINGS INC,Health Care,0.18372,1.0,False,False
2025-04-01,ZTS,39.0,ZOETIS INC CLASS A,Health Care,0.60392,1.0,False,False
2025-04-02,A,85.0,AGILENT TECHNOLOGIES INC,Health Care,0.26997,1.0,False,False
2025-04-02,ADBE,9.0,ADOBE INC,Information Technology,1.82099,1.0,False,False
2025-04-02,ADP,25.0,AUTOMATIC DATA PROCESSING INC,Industrials,1.0242,1.0,False,False
2025-04-02,ADSK,37.0,AUTODESK INC,Information Technology,0.62269,1.0,False,False
2025-04-02,ALLE,159.0,ALLEGION PLC,Industrials,0.09363,1.0,False,False
2025-04-02,ALLY,164.0,ALLY FINANCIAL INC,Financials,0.08175,1.0,False,False
2025-04-02,ALNY,,,,,0.0,False,False
2025-04-02,AMAT,15.0,APPLIED MATERIAL INC,Information Technology,1.30378,1.0,False,False
2025-04-02,AMGN,13.0,AMGEN INC,Health Care,1.34295,1.0,False,False
2025-04-02,AMP,61.0,AMERIPRISE FINANCE INC,Financials,0.39011,1.0,False,False
2025-04-02,AMT,31.0,AMERICAN TOWER REIT CORP,Real Estate,0.83411,1.0,False,False
2025-04-02,ANSS,,,,,0.0,False,False
2025-04-02,APTV,145.0,APTIV PLC,Consumer Discretionary,0.11488,1.0,False,False
2025-04-02,ATO,90.0,ATMOS ENERGY CORP,Utilities,0.26183,1.0,False,False
2025-04-02,AVTR,158.0,AVANTOR INC,Health Care,0.09384,1.0,False,False
2025-04-02,AWK,79.0,AMERICAN WATER WORKS INC,Utilities,0.30992,1.0,False,False
2025-04-02,AXON,73.0,AXON ENTERPRISE INC,Industrials,0.33366,1.0,False,False
2025-04-02,AXP,16.0,AMERICAN EXPRESS,Financials,1.2682,1.0,False,False
2025-04-02,BALL,,,,,0.0,False,False
2025-04-02,BBY,142.0,BEST BUY INC,Consumer Discretionary,0.12418,1.0,False,False
2025-04-02,BEN,170.0,FRANKLIN RESOURCES INC,Financials,0.04874,1.0,False,False
2025-04-02,BG,163.0,BUNGE GLOBAL SA,Consumer Staples,0.08787,1.0,False,False
2025-04-02,BIIB,127.0,BIOGEN INC,Health Care,0.15601,1.0,False,False
2025-04-02,BK,52.0,BANK OF NEW YORK MELLON CORP,Financials,0.49237,1.0,False,False
2025-04-02,BKNG,17.0,BOOKING HOLDINGS INC,Consumer Discretionary,1.25051,1.0,False,False
2025-04-02,BKR,66.0,BAKER HUGHES CLASS A,Energy,0.36223,1.0,False,False
2025-04-02,BLK,18.0,BLACKROCK INC,Financials,1.15635,1.0,False,False
2025-04-02,BR,101.0,BROADRIDGE FINANCIAL SOLUTIONS INC,Industrials,0.23417,1.0,False,False
2025-04-02,CAG,152.0,CONAGRA BRANDS INC,Consumer Staples,0.10194,1.0,False,False
2025-04-02,CARR,57.0,CARRIER GLOBAL CORP,Industrials,0.42765,1.0,False,False
2025-04-02,CB,29.0,CHUBB LTD,Financials,0.94523,1.0,False,False
2025-04-02,CBRE,75.0,CBRE GROUP INC CLASS A,Real Estate,0.33197,1.0,False,False
2025-04-02,CCI,63.0,CROWN CASTLE INC,Real Estate,0.36753,1.0,False,False
2025-04-02,CHD,103.0,CHURCH AND DWIGHT INC,Consumer Staples,0.21652,1.0,False,False
2025-04-02,CHRW,156.0,CH ROBINSON WORLDWIDE INC,Industrials,0.09892,1.0,False,False
2025-04-02,CI,34.0,CIGNA,Health Care,0.75676,1.0,False,False
2025-04-02,CLX,133.0,CLOROX,Consumer Staples,0.14879,1.0,False,False
2025-04-02,CMI,67.0,CUMMINS INC,Industrials,0.36193,1.0,False,False
2025-04-02,CNC,95.0,CENTENE CORP,Health Care,0.2498,1.0,False,False
2025-04-02,CNH,161.0,CNH INDUSTRIAL N.V. NV,Industrials,0.09048,1.0,False,False
2025-04-02,COO,139.0,COOPER INC,Health Care,0.13235,1.0,False,False
2025-04-02,CRH,49.0,CRH PUBLIC LIMITED PLC,Materials,0.50611,1.0,False,False
2025-04-02,DAY,167.0,DAYFORCE INC,Industrials,0.07238,1.0,False,False
2025-04-02,DECK,134.0,DECKERS OUTDOOR CORP,Consumer Discretionary,0.14564,1.0,False,False
2025-04-02,DFS,64.0,DISCOVER FINANCIAL SERVICES,Financials,0.36522,1.0,False,False
2025-04-02,DGX,129.0,QUEST DIAGNOSTICS INC,Health Care,0.15296,1.0,False,False
2025-04-02,DHR,20.0,DANAHER CORP,Health Care,1.09052,1.0,False,False
2025-04-02,DIS,5.0,WALT DISNEY,Communication,3.19602,1.0,False,False
2025-04-02,DKS,155.0,DICKS SPORTING INC,Consumer Discretionary,0.09964,1.0,False,False
2025-04-02,DLR,,,,,0.0,False,False
2025-04-02,DOV,109.0,DOVER CORP,Industrials,0.19975,1.0,False,False
2025-04-02,DVA,169.0,DAVITA INC,Health Care,0.05526,1.0,False,False
2025-04-02,EA,30.0,ELECTRONIC ARTS INC,Communication,0.93778,1.0,False,False
2025-04-02,EBAY,,,,,0.0,False,False
2025-04-02,ECL,47.0,ECOLAB INC,Materials,0.53153,1.0,False,False
2025-04-02,ELV,32.0,ELEVANCE HEALTH INC,Health Care,0.81016,1.0,False,False
2025-04-02,EME,135.0,EMCOR GROUP INC,Industrials,0.14454,1.0,False,False
2025-04-02,EQIX,,,,,0.0,False,False
2025-04-02,ES,96.0,EVERSOURCE ENERGY,Utilities,0.24953,1.0,False,False
2025-04-02,EW,70.0,EDWARDS LIFESCIENCES CORP,Health Care,0.34615,1.0,False,False
2025-04-02,EXC,50.0,EXELON CORP,Utilities,0.50179,1.0,False,False
2025-04-02,EXPD,138.0,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,0.13904,1.0,False,False
2025-04-02,FBIN,168.0,FORTUNE BRANDS INNOVATIONS INC,Industrials,0.06086,1.0,False,False
2025-04-02,FDS,137.0,FACTSET RESEARCH SYSTEMS INC,Financials,0.14335,1.0,False,False
2025-04-02,FERG,86.0,FERGUSON ENTERPRISES INC,Industrials,0.26848,1.0,False,False
2025-04-02,FI,22.0,FISERV INC,Financials,1.05254,1.0,False,False
2025-04-02,FIS,74.0,FIDELITY NATIONAL INFORMATION SERV,Financials,0.33234,1.0,False,False
2025-04-02,FOX,111.0,FOX CORP CLASS B,Communication,0.19333,1.0,False,False
2025-04-02,FOXA,76.0,FOX CORP CLASS A,Communication,0.32897,1.0,False,False
2025-04-02,FTV,106.0,FORTIVE CORP,Industrials,0.21002,1.0,False,False
2025-04-02,GGG,144.0,GRACO INC,Industrials,0.11663,1.0,False,False
2025-04-02,GILD,19.0,GILEAD SCIENCES INC,Health Care,1.14024,1.0,False,False
2025-04-02,GIS,89.0,GENERAL MILLS INC,Consumer Staples,0.26582,1.0,False,False
2025-04-02,GPC,,,,,0.0,False,False
2025-04-02,GWW,65.0,WW GRAINGER INC,Industrials,0.36301,1.0,False,False
2025-04-02,HAL,113.0,HALLIBURTON,Energy,0.18409,1.0,False,False
2025-04-02,HBAN,116.0,HUNTINGTON BANCSHARES INC,Financials,0.17951,1.0,False,False
2025-04-02,HCA,45.0,HCA HEALTHCARE INC,Health Care,0.54198,1.0,False,False
2025-04-02,HD,6.0,HOME DEPOT INC,Consumer Discretionary,2.97015,1.0,False,False
2025-04-02,HIG,80.0,HARTFORD INSURANCE GROUP INC,Financials,0.29521,1.0,False,False
2025-04-02,HOLX,147.0,HOLOGIC INC,Health Care,0.11203,1.0,False,False
2025-04-02,HRL,166.0,HORMEL FOODS CORP,Consumer Staples,0.07741,1.0,False,False
2025-04-02,HUBB,,,,,0.0,False,False
2025-04-02,HUM,91.0,HUMANA INC,Health Care,0.26084,1.0,False,False
2025-04-02,ICE,,,,,0.0,False,False
2025-04-02,IDXX,81.0,IDEXX LABORATORIES INC,Health Care,0.28464,1.0,False,False
2025-04-02,IEX,146.0,IDEX CORP,Industrials,0.11319,1.0,False,False
2025-04-02,IFF,123.0,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,0.1639,1.0,False,False
2025-04-02,ILMN,149.0,ILLUMINA INC,Health Care,0.10574,1.0,False,False
2025-04-02,INCY,,,,,0.0,False,False
2025-04-02,INTC,24.0,INTEL CORPORATION CORP,Information Technology,1.02897,1.0,False,False
2025-04-02,INTU,8.0,INTUIT INC,Information Technology,1.88457,1.0,False,False
2025-04-02,IP,102.0,INTERNATIONAL PAPER,Materials,0.22149,1.0,False,False
2025-04-02,IPG,94.0,INTERPUBLIC GROUP OF COMPANIES INC,Communication,0.25096,1.0,False,False
2025-04-02,IQV,92.0,IQVIA HOLDINGS INC,Health Care,0.25755,1.0,False,False
2025-04-02,IR,87.0,INGERSOLL RAND INC,Industrials,0.26837,1.0,False,False
2025-04-02,IRM,105.0,IRON MOUNTAIN INC,Real Estate,0.21081,1.0,False,False
2025-04-02,IT,68.0,GARTNER INC,Information Technology,0.35808,1.0,False,False
2025-04-02,ITW,39.0,ILLINOIS TOOL INC,Industrials,0.60729,1.0,False,False
2025-04-02,JBHT,153.0,JB HUNT TRANSPORT SERVICES INC,Industrials,0.10051,1.0,False,False
2025-04-02,JCI,55.0,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,0.44705,1.0,False,False
2025-04-02,JNPR,141.0,JUNIPER NETWORKS INC,Information Technology,0.12928,1.0,False,False
2025-04-02,K,112.0,KELLANOVA,Consumer Staples,0.18536,1.0,False,False
2025-04-02,KDP,,,,,0.0,False,False
2025-04-02,KEYS,83.0,KEYSIGHT TECHNOLOGIES INC,Information Technology,0.28397,1.0,False,False
2025-04-02,KMB,,,,,0.0,False,False
2025-04-02,KMX,150.0,CARMAX INC,Consumer Discretionary,0.10567,1.0,False,False
2025-04-02,KO,7.0,COCA-COLA,Consumer Staples,2.38549,1.0,False,False
2025-04-02,KVUE,62.0,KENVUE INC,Consumer Staples,0.3729,1.0,False,False
2025-04-02,LH,125.0,LABCORP HOLDINGS INC,Health Care,0.16086,1.0,False,False
2025-04-02,LII,131.0,LENNOX INTERNATIONAL INC,Industrials,0.15098,1.0,False,False
2025-04-02,LKQ,162.0,LKQ CORP,Consumer Discretionary,0.08931,1.0,False,False
2025-04-02,LNG,56.0,CHENIERE ENERGY INC,Energy,0.4287,1.0,False,False
2025-04-02,LOW,21.0,LOWES COMPANIES INC,Consumer Discretionary,1.0721,1.0,False,False
2025-04-02,LRCX,23.0,LAM RESEARCH CORP,Information Technology,1.03037,1.0,False,False
2025-04-02,LULU,93.0,LULULEMON ATHLETICA INC,Consumer Discretionary,0.25171,1.0,False,False
2025-04-02,MCO,36.0,MOODYS CORP,Financials,0.62996,1.0,False,False
2025-04-02,MELI,,,,,0.0,False,False
2025-04-02,MKC,121.0,MCCORMICK & CO NON-VOTING INC,Consumer Staples,0.16689,1.0,False,False
2025-04-02,MMC,27.0,MARSH & MCLENNAN INC,Financials,0.97906,1.0,False,False
2025-04-02,MOH,130.0,MOLINA HEALTHCARE INC,Health Care,0.1529,1.0,False,False
